@relation trainingData

@attribute text string
@attribute sentiment_class {positive,negative}

@data
'USERNAME  \'\'vojsovci\'\' се натјечу тко ће издати ружнију пјесму ',negative
'их сама  URL',negative
'Kako Wal Mart брани синдикално дјеловање? Дође ми да се одмах учланим у неки синдикат.... ... URL',negative
'USERNAME  ове будуће су појели већ неки други љигавци ',negative
'Банана од државе  URL',negative
'USERNAME  испада да њиховим уласком тада су највише профитирале њемачке и француске компаније,уз благослов њихове политике!',negative
'Која трагедија за Ђурђеновачки крај  #našice #hrvatska USERNAME  USERNAME   URL',negative
'USERNAME  занимљиво је да су грчки,као и талијански подаци и још неких чланица били фалсифицирани приликом уласка у еурозону!',negative
'USERNAME  тешко је то рећи,све су то игре без граница,мислим да задњу ријеч ће имати Њемци,јер имају највише уложеног новца!',negative
'USERNAME  нешто ће морати учинити,јер то би могло изазват катастрофалне посљедице!',negative
'USERNAME  тај лихварски капитал их је увијек извлачио и дан данас би,нажалост!',negative
'Успио је написати само једну једину ријеч  URL',negative
'USERNAME  rip одиле ',negative
'USERNAME  мислио сам да си очврснуо у ЈНА, као друг и као старешина ',negative
'Од блата и пужева ',negative
'СВИ СУ УЗ ЊУ У ОВИМ ТЕШКИМ МОМЕНТИМА  URL',negative
'// мати ае ',negative
'USERNAME  према његовим речима Грцка је на ивици признања Косова ',negative
' знаност о мору нема изванредне студенте. Штета',negative
'У Загребу није било лијепо задњих 10 дана    ',negative
'Отварање ружева, копање по марамицама, руке у међуножју, изување ципела и стајање насред улице у чарапама док аути и људи пролазе ',negative
'USERNAME  да, али то је рационално. с тиме би издали своја обечања и спасили земљу. овако... ',negative
'За сусједним столом у башти нечија беба плаче, тачно јој се Жељке Цвијановић котрљају низ лице... \n\nUSERNAME  #BiH #kobebinasuza',negative
'USERNAME  оде уГрчку наМоре.. ',negative
'5 дана - 56 радних сати. Бит ће забавно. ',negative
'USERNAME  Једнога дана химна свих Славена, али ово што се сада ради српским спортистима је чисто иживљавање и обест из (не)моћи ',negative
'USERNAME  лептири слатки мали, који брзо умиру ? ',negative
'Могу само да кацим депресиwне слике на tambler ',negative
'USERNAME  Ма,ауто пролази технички..новци су у питању ',negative
'Никад нећу скужити мртвило Boiler room публике... ',negative
'USERNAME  зубовићи ',negative
'USERNAME  800 дин на Каленићу... ',negative
'Вечерас последња епизода Top Gear ',negative
'\"Дискретни и удобни улошци за увећање висине, нико неће ни приметити да их носите.\"\n\nКомплекс се не лечи улошцима  URL',negative
'USERNAME  Кад је то сучељавање отприлике? Провртих мало крај треће, још ништа. ',negative
'USERNAME  их кад би тако у Хрватској било...ал не буде.. ',negative
'их  их  их  их ',negative
'USERNAME  дјеца из Африке су могла појести ту ракету ',negative
'USERNAME  задња два бизантска цара су били срби, али никад хрват није био аустроугарски цар ',negative
'USERNAME  нажалост ',negative
'RIP Горан Брајковић \nURL URL',negative
'зауставили су ме неки американци да ми испромовирају своју религију. моје прво питање је било има ли обреда с масовним оргијама. нема ',negative
'USERNAME  ово мени упућено? ',negative
'мајко света, нек ме нетко води на њих pliz pliz.   \n\nMuzika.hr - Mando Diao prvog dana 17. Špancirfesta URL',negative
'USERNAME  И ја нишаним једног бацача пикаваца већ данима ',negative
'Надљудска снага је када кажете дијетету да ће јести сладолед послије операције  URL',negative
'Тражиш добру страну у поразу, ау тешко..Катаи и израел. Лазетић једини  постава  омладинска школа  стратегија  чак и синоћ Делије ',negative
'USERNAME  Па понижавање индијанаца им је у опису посла ',negative
'USERNAME  испадам са инетернета ',negative
'Мени је зао Надала, није угодно гледати пад врхунског спортисте ',negative
'Да је бар био још покоји August Landmesser па да се супротставе Хитлеру.  URL',negative
'me flejt ne 3 edhe me u qu ne 7, veq bebat ma bojn ket sen ',negative
'USERNAME  зашто доћи у shoppe ако не желиш shoppe угођај ',negative
'USERNAME  myane myane hajima. : ((',negative
'Видимо се у септембру ',negative
'USERNAME  ипак два нула ',negative
'Рајко не зна да користи своју лумију 535 ',negative
'Даклем, за лето 2015. у моди су мрави :/ Летеци приде а то трази нови логистицки приступ. Мазино линија је пробијена ',negative
'USERNAME  теку ми сузе у облику маказа којима су примили гол ',negative
'Шапат у времену ',negative
'USERNAME  ... Да, време је једини необновљиви ресурс ..... ',negative
'спадај Brown ',negative
'USERNAME  Сад ће браћа да повуку контрарезолуцију ',negative
'Сви су на ролама!!А ја своје бацио ',negative
'пола ја пола будући студент медицине\nматора сам ',negative
'Војине, молим те! \n\nПффсс',negative
'дам услов за наредну годину и исписким се по сиротињи ',negative
'USERNAME  URL На којег ти владику личи Džim Keri? ',negative
'Предходници су ишли на ганглије и на ону ствар, али ово је к***ње на суво у здрав мозак ',negative
'johnny прелијеп си ал те тако тешко цртат ',negative
'Не могу да поднесем Scotta и Kiru вратите Alison  #TeenWolfSeason5',negative
'USERNAME  USERNAME  изумрла та сорта ',negative
'Повера Рома  URL',negative
'USERNAME  позз тати, и мој динамовац је проблемима  тешки дани за Динамо и Домовину',negative
'Ни данашњи охрабрујући контролни налази неће поправити расположење мом тати  #JeSuisZdravko',negative
'URL  хитно требамо склониште за маце // too many animals are in need for a shelter  #zagreb #cat #cats',negative
'Ново поскупљење \n URL',negative
'USERNAME  USERNAME  како ствари стоје, после следећих избора, сви ће бити власт  конгломерат лицемера, лажова и лопова...',negative
'Истанбул има Galatu,Efes,Fener,Darusafaku,Besiktas.... али и друге јаке регионалне центре у #косарка . Ми само БГ. Економија и спорт ',negative
'Чуј \'ко се јавио... HGK. \n “USERNAME : HGK: Хрватски јавни дуг на забрињавајућој разини URL URL',negative
'Златан  URL',negative
'Сребреница - 20 година   URL',negative
'USERNAME  USERNAME  Ево неки су тужни што Грчка има хомогену структуру националности па не може да избије грађански рат као код нас. ',negative
'USERNAME  & USERNAME  могла би резолуција и о Хирошими и Нагасакију ако су такве резолуције у \"моди\"  само стотине хиљада невиних ',negative
'USERNAME  и ја патим за том звездом гранда ',negative
'USERNAME  USERNAME  а ранохришћански споменици су престари за чување ',negative
'Ови пападачи су почели од јутра да нападају ',negative
'USERNAME  раду ',negative
'Азра је муслиманско име ',negative
'Шамперту ће неко да плати 40 милиона да и наредне четири године игра солидну одбрану и промашује отворене тројке са оном фризуром.  #nba',negative
'Волео бих да ме Јовица пошаље у Lyon у четвртој години али шансе су ми јако маwе : (',negative
'Намјерили сте се на Varufakisa i Tsiprasa јер су мотористи.  #Grexit',negative
'неумим граматику ',negative
'ТУГА   ..  Умрла док су јој сахрањивали мужа и кћерку  - URL URL',negative
'USERNAME  Био је дивно друштво за кафану...  USERNAME  USERNAME  USERNAME ',negative
'USERNAME  хирошима ',negative
'USERNAME  linux ',negative
'USERNAME  мање од 2.000 ',negative
'Данашњи дан... метеоролози нису најавили падавине...  URL',negative
'USERNAME   USERNAME  ГОСПОЂО, Ви не разликујете Његоша од Бибилије .... То је напредна Србија   ',negative
'USERNAME  My thoughts exactly!!! Ја ћу бит у вези с инстаграм профилима ',negative
'Критично је кад ти одбију Динерс за 19кн у KFC-у \nOn the other note Rocker је јако фин. Пробао ми је дечец увалити сир и сланину ',negative
'Била једном једна земља гдје су вјеровали да нема краја томе што троше више него зарађују. Нажалост, код нас је још увијек тако... ',negative
'USERNAME  Издоминирао си ме као #LepiLaza Павловића, са све оном гестикулацијом после закуцавања. ',negative
'Chumbawamba су  фантастичан бенд и баш је штета да су заправо најпознатији по једном цоверу албума. ',negative
'Девет вођа смакнуто на лицу мјеста малоприје !!!\nYa Allah  URL',negative
'Парагвај испао од Аргентине у полуфиналу Copa America...\n\nЏаба онај худњак уби дајџу оним пеналом против Бразила. ',negative
'и рођена мајка ме кулира ',negative
'USERNAME  Секунде?! Ја увијек рачунао 5 минута... ',negative
'Ноди се деактивирао? ',negative
'USERNAME  USERNAME  сликала бих бар индеx али шестице ',negative
'USERNAME  вечити извор фрустрација.  који је сад предмет?',negative
'USERNAME  сликају мини бургере у presidenty ',negative
'USERNAME  ма кога боли курац за њих АЛИ ЏЕНИФЕР И БЕН, ЂОРЂЕ, ОНИ СУ САВРШЕНИ ',negative
'Честитам 1.јул свима који славе \nUkine URL i hvali se da se modernizovao. Odgovor USERNAME ? URL',negative
'Двије године од уласка ХР у ЕУ, а датум за БиХ се не назире ',negative
'USERNAME  сарајево. ',negative
'USERNAME  презрело за ново Торинско, пардон, белградско платно ',negative
'Шаран порцијаш! Враћено у воду.  URL',negative
'#ufc189 ипак Алдо отпао  Значи Mendes - McGregor',negative
'USERNAME  USERNAME  мени задња рата за 11 година ',negative
'Tweet из спратног домског тоалета: у кабини поред лик појачао музику, Aventura - Obsesion ',negative
'У USERNAME  нова сексистичка реклама   Једини смисао живота жене је ОН? Зар смо у 1915? #fail URL',negative
'није тамара близнаковиц једина која је користила један исти photosession за висе разлицитих албума  URL',negative
'USERNAME  немам могућност увида у федералну праксу, осим онога што има на интернету. ',negative
'USERNAME   Златан ',negative
'USERNAME  Зашто  ? Не иде  ти  се  из  Босне, или  у де  двије  земље',negative
'USERNAME  а Пановић паметан  , ал\'  слузав!',negative
'USERNAME  Премијер ',negative
'разводе се Ben Aflek и Dženifer Garner, па ово ће ми теже пасти него развод сопствених родитеља ',negative
'Тото изводи Африку у овом тренутку. ',negative
'а ово већ јесте пристојан споменик...Достојевском...а ми ни од ког не учимо...али то је било јуче... URL',negative
'USERNAME  па трк до ње на брзака ',negative
'USERNAME  USERNAME  USERNAME  USERNAME  \n...процени размера злочина. ',negative
'USERNAME  Аутобус до Муна ће коштати ко трајект до Виса. ',negative
'Ваља се сад снаћи на њемачком  URL',negative
'USERNAME  грозно, рес грозно је било  USERNAME ',negative
'Још један монолог, са упадицама новинара ',negative
'USERNAME  Ужасно. Комплицирано, архаични језик, сељаци, млин, пичке материне.  Ali informatiku obaveznu nemaju.',negative
'Indexi \"Žute dunje\"  URL',negative
'USERNAME  лектори су нам писмени, али су такође и запослени ',negative
'Ново поскупљење \n URL',negative
'USERNAME  проблематика.. ',negative
'USERNAME  дивљаци су, извини ',negative
'Убићу се... Најбољи фрајери на лајни гејеви.  USERNAME  USERNAME  USERNAME ',negative
'USERNAME  USERNAME   Наш \"систем\" безбедносних провера је извор дискриминације генерално, не само Рома!',negative
'Сређивање визе је тако \"For God\'s sake\" ',negative
'USERNAME  а српски медији се таман понадали ',negative
'USERNAME  USERNAME  USERNAME  USERNAME  мислим њихове личне евентуално страначке..',negative
'Два концепта одрастања  URL',negative
'USERNAME  предугачо за gif ',negative
'USERNAME  Али се и даље противим друштвеним нормама бријања! ',negative
'USERNAME  не ваља се понадати с њим ове године ',negative
'Боже сачувај  URL',negative
'Fruttini је повукао из продаје спреј са кокосом и бананом ',negative
'USERNAME  кључ приче је у значењу термина јавни интерес. Покушаћу написати текст о томе. Проблем времена  USERNAME ',negative
'Истанбул је пун прелепих мушкараца који носе \nМОКАСИНЕ ',negative
'USERNAME  Била ми је супер на XФ-у! А онда је постала сва нека трула. ',negative
'USERNAME  све док се не окупи критична маса таквих који су прошли као ти, ништа од реакција друштва и институција. istraj, šta da kažem ',negative
'иде билдер из теретане пије шејк а торба која му виси на рамену виша од њега ',negative
'Дође плавуша и нестадоше економске теме...  USERNAME  USERNAME  USERNAME ',negative
'Угинула је Тама, маскота и шеф станица Wakayama Electric жељезничке компаније. \n\n~Borna URL',negative
' Al Jazeera Objektiv: Марко и Маријана  | Al Jazeera Balkans URL via USERNAME ',negative
'USERNAME  Да, има их...толико о \"уредјеном и организованом\" систему када га се ови експерти дохвате ',negative
'USERNAME  Сувише је велики улог да не успе, малтене све државе дугују малој групици. Ово ће бити показна вежба ',negative
'USERNAME  Грчку ће да преваспитају као пример другим дужницима ',negative
'USERNAME  и однос према тој истој историји  URL',negative
'USERNAME  профил попуњен, add на други ',negative
'Штетни у центар ',negative
'USERNAME  па извини прегласна је музика а ти се не дереш ',negative
'Сестра од Рузице В у ријалутију #Maldivi . ',negative
'USERNAME  америка и енглеска бит це земља пролетерска ',negative
'Локације будућих радара  URL',negative
'хвала, такође  URL',negative
'наравно да це свака творница која иста вриједи у хр изгорити ',negative
'USERNAME  Нова. Нема умањена на основу година старости  Što je prethodno bilo pretpostavljam 40\% USERNAME ',negative
'USERNAME  познато ',negative
'USERNAME   тетка ми је умрла од сепсе.крај приче. Људскост,хипократова заклетва....лудом радовање 😞',negative
'USERNAME  Али масница и hello kitty ',negative
'Посљедња епизода.  и  #TopGear',negative
'USERNAME  да,али постоји и она друга страна приче,Грци су увијек живјели ван својих могучности,сад би остали требали испаштати!',negative
'USERNAME  Насер Ориц је за ратни злоцин добио двије године. Све је релативно  #Samokazem',negative
'USERNAME  Крунићка испусти брејк предности ',negative
'вјероватно је било баш тешко уписати се на удг ',negative
'USERNAME  USERNAME  шта ли је у књизи за \'велике\', илустације аписаног ?',negative
'USERNAME  на сопствени очај, примећујем да све касније (током године) и све ређе носим праву летњу одећу, лаке хаљинице и слично ',negative
'USERNAME  А и то је \"лички ханбургер\" лако истиснуо као тему. ',negative
'Share, share, share! Прочитајте јако тужну причу  URL',negative
'Шта ако се сруши еу шта ћемо са оним силним мастерима и смеровима за евроатлантске интеграције и курсеви и канцеларије и семинари и све ',negative
'USERNAME  USERNAME  волео сам микана и његов албум из сити рекордса ',negative
'USERNAME  Код нас је незапажено пропала цела привреда ',negative
'USERNAME  Рација испред клуба ',negative
'људи поремећеног тежишта ',negative
'Мени пријемни за две године ',negative
'USERNAME  веч дуго  а десница је успјела у свом успону са левим књигама хегемоније од Грамсција до Алтхуссера',negative
'Екипа која ти у уреду из чашице вади разнобојне маркере и остали уредски прибор и не враћа на мјесто као да је то no biggie >',negative
'На 100 сам мјеста пробала минералну воду с аромом али ми увијек недостаје Sensation ',negative
'USERNAME  шта ће нама базилика из IV века ',negative
'USERNAME  мало је карактера за објашњење колика је то превара!А јав дуг се скоро удвостручио, 26млди итд...Илузорно вама појаснити ',negative
'Азербејџан је у Европи? Мом професору географије треба дат јединицу! Учио нас је погрешно ',negative
'USERNAME  USERNAME  А,туристичка нација.....',negative
'USERNAME  цијеним подршку ',negative
'USERNAME  \nSith - тајна организација из Ратова Звезда\nОвако прича Master Joda, такође лик из филма\n\nСаша не знаш ништа ',negative
'USERNAME  jazz принцеза једина је певаљка која има боље писме који нису синглови од синглова  #whyismylifesohard',negative
'Мостови без река  URL',negative
'За прскање комараца у #Зрењанин-у издвојено 24 милиона динара, међутим комарци уједају, изгледа, за све новце ',negative
'Штета, велика штета  URL',negative
'Боже правде химна светске спортске асоцијације ',negative
'USERNAME  USERNAME  црвена је најбоља ',negative
'USERNAME  ово је година посебних сједница  #papak #referendum #struja',negative
'Нови проблеми за филмску адаптацију Uncharteda  #uncharted\nURL URL',negative
'Ко гре илузија по злу...  Criss Angel URL',negative
'Mike  WALTER TE ODIOO',negative
'USERNAME  има разног народа ',negative
'USERNAME  Е то већ јесте ',negative
'USERNAME  клета карма ограничава ',negative
'USERNAME  спонзорисано је и искакаће док год плаћају ',negative
'USERNAME  то је средина ',negative
'USERNAME  таман посла, ово је нови почетак! ',negative
'USERNAME  полицајац на мотору је закаснио 10 секунди ',negative
'USERNAME  А тоо  пресјекло ме да је заувијек  USERNAME ',negative
'Jel Klix NightLife не ради због рамазана ',negative
'закључате слике на инстаграму под изговором да желите да буду приватне  да је то истина развијали бисте их и стављали у албум за слике',negative
'Ово је земља Николе Тесле, а у школама децу учимо Дарвинову теорију. ',negative
'Све саме Сандре Африке и Станије Америке. ',negative
'USERNAME  да, живимо у времену кад је то релативно нормално у широј популацији младих дјевојака што је по мене изузетно погубно ',negative
'бива ми се готичарка са ексером у бради и на језику али ми наука психологија не дозвољава ',negative
'Хлхеб, сатараш, пилетина, веш, пеглање done! а холандски? ',negative
'USERNAME  Везано за ТО сто спомену на крају војвода Радомир Путник би (да се стварно окрце) до сада прокопао тунел до Јузног Пацифика ',negative
'USERNAME  USERNAME  И вероватно је сматрала да је њено право да се шетка туда? ',negative
'USERNAME  био је солидан на манагеру ',negative
'USERNAME  јао социологија  положила сам то пре 4.5 године ',negative
'USERNAME  USERNAME  Само ријечи......На дјелима се виде јунаци....Нација само тоне ли тоне....',negative
'USERNAME  за добро/зло, живот/смрт, истина/лаж можда факат и јесу слијепи, али лијепо/ружно итекако куже. ето проблемā ',negative
'Графит је пре неки дан био ишаран... URL',negative
'USERNAME  oce \n\nKo Shari јер није освојила мики маус у акапулку ове године 😂😂😂',negative
'USERNAME  ја морам једну страну\nКазе google боље десна, а ја увијек лијеву\nFederer лијево ',negative
'USERNAME  изузетно ',negative
'USERNAME  USERNAME  Поред Вас је и громадна Сидни Мина Костић ',negative
'USERNAME  претпостављам нека исфрустрирана колегиница ',negative
'Каос на Тајвану, стотине људи озлијеђено!  URL',negative
'Први пут видим спот за \'\'Hero\'\' од Enriquea и расплакало ме  MESS',negative
'проводе ли људи вечери уз филмове с queen latifah? ',negative
'USERNAME  није истина,они који су осуђени,ти робују!',negative
'USERNAME  ...осјетили на својој кожи!',negative
'USERNAME  по чему ратни злочинац?',negative
'USERNAME  стерилиши је након порођаја ',negative
'USERNAME   Па био је још дивнији док нису посекли сво дрвеће и побацали легендарну жуту коцку на отпад ',negative
'Повера Хермионе  #harrypottereidonidellamorte',negative
'USERNAME  USERNAME  Веома битна ставка вјера-зрно грашка је превелико за невјернике.....',negative
'USERNAME  има већ ',negative
'Chris Liebinga EXIT најављује као ПРЕЗГОДНОГ БАРДА ',negative
'Човјек сублером мјери дебљину тортиље (RTL). Сита је ова цивилизација. ',negative
'Not sure if урбан градски лик или сиромах ',negative
'USERNAME  деактивирао се ',negative
'Колегица ме тјеши због вешмашине  URL',negative
'Једини гори укус у устима (дуг, досадан, непријатан) од белог лука оставља лек на неком зубу ',negative
'А на таксу још и ПДВ ко и на накнаду за фиксни и остали порези и прирези - откази не искључују обавезе ... ',negative
'USERNAME  најгоре, искориштавају апликацију за свој >wanderlust< умјесто да искориштавају нас домаће ',negative
'нгм решава; а ови неки скрећу тему.. е и ја не држим пажњу.. ',negative
'USERNAME  USERNAME  USERNAME  дакле поређано по величини сиса у овој групици: \nBane\nPera\nMia\nJa\n',negative
'Финале европског за жене у 19h a BeoBasket stars у 20h. ',negative
'USERNAME  Yes! Синоћ били неки типови. ',negative
'USERNAME  а дјевојке? ',negative
'Шифра за wifi у рестрану Ловац на Врачару је bambi011 ',negative
'Штрумф град није на Европском континенту...  USERNAME  USERNAME ',negative
'Прошле године сам добио 2 плаће у једном мјесецу,једну закашњелу и једну редовну.Држава ми је узела 500кн од једне и одлучила то задржат ',negative
'USERNAME  ,шаљем kiss и позитивну вибру ',negative
'USERNAME  Видјела да ти је мали и уништио си њене влажне снове. ',negative
'USERNAME  Носталгија у касне сате ',negative
'USERNAME  мени тако? јел лијепо то Саса ',negative
'USERNAME  промаја ',negative
'И испашће Исидора  #pinkovezvezdice',negative
'USERNAME  ...у каквим су они говнима ',negative
'Овај Thompson је такав земљак ',negative
'На Flow Festivalu нема ниједне чаше на поду, вино се пије из стаклених \nPreneugodno je bit seljak na zapadu.',negative
'USERNAME  ја не видим шта не штима осим сјаја  in my defence, припадам субкултури по облачењу и имам неконвенционалан посао ',negative
'USERNAME  сол на рану! ...... Узивај !',negative
'slash лијепо почне у 19h а овај USERNAME  педер почиње у 01h. ',negative
'USERNAME  ја сам Gumshoe Glory, A+  значи матора сам и памтим као слон ',negative
'А Соња Петровић, једна од најбољих европских играчица, захваљује се новинарима што прате женску кошарку. Па ',negative
'USERNAME  USERNAME  Форwардуша, РС ту објави шта им већ пошаљу уколико је занимљиво. Имају они тај обичај. Али ово је чиста теорија!',negative
'USERNAME  Била је, два тетануса, нема купања до краја мора ',negative
'мањи/већи, виши/нижи ',negative
'USERNAME   Zapisi ovo\nУ Букуресту це у 3RQ ици на Shvedovu, која је требала у МД ал касно пријавила турнир ',negative
'Једна сарајевска студентица има проблем са задатком, помозите јој URL #radiosarajevo USERNAME  Pa šta je problem? ',negative
'одрезала сам свом миљенику royal jewels. he\'s violently ignoring me. ',negative
'запросио ме!\n\nкуну. \n\ni said no. B|',negative
'Секуларност у Србији, КОЈА секуларност? \n\nURL URL',negative
'Само у Србији две године...  URL',negative
'Опет терористички напад у Тунису... А некад су били мирна туристичка дестинација. Овај напад је извршен у једном од хотела где сам био ',negative
'USERNAME  Бадава.Терају га за Босну. ',negative
'Најмање 13 убијених у терористичком нападу који се догодио данас у једној од кувајтских џамија.  URL #Kuvajt',negative
'USERNAME  Ко још Гаврића рачуна као играча  можда за Лав куп.',negative
'Рузица Кокић је умрла \nUSERNAME ',negative
'бејби, донт крај  URL',negative
'USERNAME  USERNAME  USERNAME  Угао Михаила Аврамовића и Јоце Јовановића. Галерија на жалост расте  URL',negative
'Грег Попович за дан одложио сатанизацију Душка Вујошевића. ',negative
'нови професор из математике долази из мексика сви цемо попадат ако они иста знају је математика откад имају оне картеле ',negative
'Средњошколац у David Guetta мајици прича френду как му на шугави мобител нису стали сви Thompsonovi албуми. : (',negative
'#Padova #Italy Иначе прекрасан главни трг, окружен штандовима  URL',negative
'Режије 2300кн овај мјесец... дивота ',negative
'Након кориштења апликација, сви идте на ОВАЈ екран. И радите грешку.  URL',negative
'Мој утисак: еxтремна десница - националисти најјаче упориште имају у високошколским установама. И као политичка опција су најобразованији ',negative
'USERNAME  данас ће прва кафа каснити  терен и жесток рад!',negative
'USERNAME  Тако нам сустав ради, техничко ограничење.  Није савршен, ал је наш. ¯\\_(ツ)_/¯ *RC',negative
'све чешће у аутобусу стојим поред момака са боље издепилираним ногама и обликованим обрвама од мене ',negative
'USERNAME  криза и неимање новца за основне потребе повећавају нервозу, а самим тим и насиље у породицама и уопште ',negative
'USERNAME  Не бих рекао да тоњење спада у пловљење... ',negative
'USERNAME  ее побјезее... ',negative
'USERNAME  Да,али не говоримо о истој врсти \"чишћења\"  Гледао сам људе утоварене у камион као дрва.Дефиниција?USERNAME  USERNAME ',negative
'USERNAME   Ништа од торте ',negative
'USERNAME  USERNAME  USERNAME    Намера је била да се\"очисти\" тероторија.Тако се то у рату звало  Геноцид,најблизи опис! Био. Видео.',negative
'селекција добрих документарних видеа на овом youtube је коњски посао који изискује висе енергије него сто имају 4 коња ',negative
'USERNAME  ми (у македонији) се томе надамо већ 9 година ',negative
'Оливер Млакар у домољубном заносу улизује се Колинди на Бундеку а \"велики \"Рватине пљесцу на химну!Одох куци ',negative
'Излете се Chadda да су избори у децембру. Е мој Chaddo, испаде ти из коалиције ',negative
'Купамо се на мјестима о чијим цијенама медији не пишу.  URL',negative
'USERNAME  италијански ',negative
'Рак дебелог цријева  Енигме опаке болести URL',negative
'Ejdzent Gibbs попије 2 dcl вискија и онда иде пуцат ',negative
'\"Да ли ти је мама рекла да голи пупак с\' дијаманатом позива на сексс?\"\n*ШАМАР*\n-сста ти је екстра форица  !',negative
'Dosta okej mancrush na ovog Kneza imam ',negative
'USERNAME  јачање централне власти, развој трговине, новчана рента, стајаћа војска ',negative
'USERNAME  fan fekt није састављен јер ереб и нимфиц не зеле да убијају крвнички ',negative
'гледати pride & prejudice или the theory of everything \nživot je tako težak',negative
'USERNAME  Или ће проћи као Лазовић ',negative
'USERNAME  Е и вишак запослених имају, а ту се све приче о смањењу буџета завршавају  USERNAME  USERNAME ',negative
'USERNAME  Осамостаљују се сада много брже него пре, али у другим земљама  USERNAME  USERNAME ',negative
'Први сусрет са смрћу . Лик претиче у супротној траци и просао је на пар cm од нас  #tamoamo . Претрнуо сам....',negative
'тетка: ко ти предаје грађанско, нека млађа или старија?\nа: ма ево млада је већ 60 године\n\n\n',negative
'i am gonna be a bubblegum bitch, не ради трафика не могу да купим зваке  ',negative
'USERNAME  \'На трапезу локалног циркуса\' је ипак моја лична карта.  \n\n😂',negative
'USERNAME  на врху  нису признали елементарну непогоду приватној фирми',negative
'USERNAME  У овој земљи је народ постао небитан.Гладни? Па шта, Болесни? Па шта Понижени?веома...',negative
'USERNAME  још увек ништа није прецизирано за win app  Банка ће у току године размотрити увођење ове апликације.',negative
'\"Николић: Орлићима сам као отац.\" Сирота деца. ',negative
'глуми Александра Македонског, док се диви USERNAME  А може и као на слици!?  URL URL',negative
'USERNAME  ех.... Знајући ову рају, оптимистичних 10 година ',negative
'USERNAME  у пећинцима су ',negative
'Ово је једина друштвена мрежа која ми је остала а и на њој сам асоцијална ',negative
'USERNAME  други мандат гурају сигурно ',negative
'USERNAME  USERNAME  USERNAME  USERNAME  пецењаре. Сецам се јефног надлова у новинама: \"С ћумура на угаљ\" ',negative
'USERNAME  USERNAME  USERNAME  sava se nas nanosala  сава се нас наносала  боље у амазонију, биће, вјерујем, директних летова с неког од аеродрома.',negative
'USERNAME  боље у камен, н\'o у туђа аута ',negative
'USERNAME  исто као и она с којом си био - прође вријеме  ',negative
'USERNAME  Сагласан. Штета што је овде нема, а ове године ништа од летовања у Грчкој...',negative
'USERNAME  Напредак и није у корист Срба са севера Косова. ',negative
'USERNAME  ове године остало скоро 50\% варијетета непосејано  у октобру update сајта, од новембра креће продаја семена за наредну годину.',negative
'USERNAME  искрено мене више привлачи Европа и \"јужније-тужније\" земље него ХрваЦка ',negative
'И наравно сузе и адреналин.... ',negative
'Ова фотографија је обишла свијет, а ово је прича која се крије изе ње  URL',negative
'USERNAME  Што те брига, његове су паре  Али да, сад би радо имао ту лову коју дао за заручнички прстен који стоји у ладици  USERNAME ',negative
'USERNAME  То је дискриминација бициклиста и кампера ',negative
'USERNAME  Страшно. Трагедија. ',negative
'ШОК Преминио бивши фудбалер Црвене звезде Горан Гогић URL \n',negative
'R.I.P Драги Марко почивао у миру  URL',negative
'USERNAME  Старији је Братунац. То је бар цињеница. А оба су страсни злоцини. Мене је због насег срамота, а Насер је у Сарајеву херој. ',negative
'USERNAME  па попунили буџет овима са осталих смерова и њих петоро сиротана бацили на самофинансирање ',negative
'USERNAME  све исто са истока и кретња веома дискутабилна, сакривање иза играча и стално уназад  који смо скаути..',negative
'На фејсбуцима сам добила захтјев од лика који има албум са називом МЕНИ ДРАГЕ СЛИКЕ и учествовао је на обн мјузик талент шоВу ',negative
'Болест. Тужна и веома опасна ментална болест  URL',negative
'USERNAME  Одавно је ФБИ у Србији,одавно! ',negative
'Ове године је ОСАМНАЕСТИ Motovun Film Festival. Мали Мамут је био на ДРУГОМ. Мамут је стар к\'о Библија ',negative
'USERNAME  види Грчка од децембра 2014. има раст. У јануару 2015, један од већих у ЕУ. Видећемо бројке за јул ',negative
'Грчка саудијском принцу који поклања 29 милијарди евра: Како то мислиш у добротворне сврхе?? ',negative
'Кристина  URL',negative
'USERNAME  Да, све објашњено у једној речи ',negative
'Иде лик улицом и пева \"ТАНГАА, ТАНГА, РОЗЕ ТАНГА, СЛАЂА СИ ОД ЗРЕЛОГ МАНГА..\" \n\nШтета што не нишаним добро. ',negative
'USERNAME  признавам, лезбејка сум ',negative
'USERNAME  леле  иста мака делиме',negative
'Туга велика...\nПочивај у миру Горане   URL',negative
'URL Почивај во мир Гого ',negative
'Žalosono...  \nШокантна вест стиже из Кине: Преминуо бивши фудбалер Звезде Горан Гогић | Фудбал | Novosti.rs URL',negative
'Ауу туга!!\n\nПочивај у миру Гого!  URL',negative
'Страшно  \nПочивај у миру, Горане',negative
'Пар тренутака након примљеног другог гола...  URL',negative
'USERNAME  Полина, живи  URL',negative
'Никој не ме побара цел ден ',negative
'Оћете задавити дјецу ако киксају на тесту интелигенције ? ',negative
