text,sentiment
USERNAME aHH!! THANK YOU ATE SAM (waw first to greet here) shet i ll miss you so much esp when prod-ing  you have a great day too!! ?,negative
USERNAME me too  i ll text u rn!,negative
Meh got guestlist for a10 but im not going ,negative
USERNAME USERNAME USERNAME USERNAME I miss Trevor ,negative
tragic  USERNAME,negative
Shit is Gemma really in holland omg I want to meet her ,negative
USERNAME keeps trying to destroy the greatest hoodie i ve ever owned ,negative
Cant sleep ,negative
USERNAME  dina  Id much rather be out,negative
Thanks USERNAME for the Justin Bieber sponsor . Sorry I couldn t post proof . -Ziam ?,negative
Stupid Windows update  I was working ??,negative
USERNAME USERNAME I probably just left him ,negative
USERNAME and lost to Adrian Lewis ,negative
USERNAME when you ve got bigger plans that no one else understands ,negative
Should I cry ? ,negative
Waiting for SULTAN Poster !! ,negative
USERNAME yesterday I was free!! But I went to sleep at 9 bc my head hurt so much ,negative
USERNAME Oh shit  I can understand  that you are piss off  USERNAME USERNAME,negative
USERNAME ...I think I ve died! ,negative
Sent you a whatsapp hle  URL,negative
I wanna celebrate hanami ,negative
sammy has cancer ,negative
USERNAME feeling.....again ,negative
USERNAME USERNAME USERNAME i did notice the tears in the snapchat and they def were for blake and the boys ,negative
I had a dream that I had a dog and now I m sad cause I woke up without one ,negative
He is so nasty......  URL,negative
i love lee hi so much  URL,negative
USERNAME when will you follow me ,negative
USERNAME david ,negative
USERNAME awee  come share mine ?,negative
USERNAME Oh no!  Good thoughts for you and guinea pig. And no loving pet owner is a failure  ever. We do the very best we can.),negative
USERNAME thought he scored  lol,negative
this is way more painful than a heartbreak ya know.   URL,negative
Spring break snap chats are so depressing  #ishoulddoitagain,negative
my smol bean  URL,negative
Content and Publication Manager (365971) - Talentburst  Inc.: (#Sunnyvale  CA) URL #Writing #TopTechJobs #Job #Jobs,negative
USERNAME USERNAME USERNAME Varun pls follow USERNAME  pls beg uh ,negative
USERNAME omg wtf why ,negative
I talked to soon I m moving to telephone lmfao ,negative
USERNAME im gon cry. lmao. Hopefully i find my other sizes  them shits been lost for a while tho ,negative
USERNAME can t wait to see you guys! jumps jumps happily. of course!! go sleep bae ,negative
USERNAME but theirs like forbidden love...quite sad also  hahaha go find your own soldier la ??,negative
Hella chillen In the restroom cause I don t wanna be in the meeting ,negative
USERNAME why did you sell me these strawberry s if they re bad  I got them an hour ago and this is what I find URL,negative
watching this makes me realize how badly i want 2ne1 to make a comeback...... i miss them so much ,negative
i had a dream i was picking dates now i want dates ,negative
USERNAME they deleted the tweet  what d it say,negative
my friends and fam have been asking me how the concert went and i dont want to say a word holy shit pcd has hit really bad ,negative
i love you elijah ,negative
what if bc gina died  bellamy went to Raven like she did in s1 when Finn and Clarke were a thing and they slept together again I mean,negative
I really hate drugs ,negative
USERNAME ugh no ,negative
HORRIBLE FAKE TAN!! : URL via USERNAME,negative
sehun is so cute ,negative
in need of more jeans ,negative
Sydney ilysm babe  you re so pretty and nice and funny but you re rude to me  ?,negative
USERNAME USERNAME why? Turtlenet ,negative
I watched the last episode of mythbuster and im so sad ,negative
Connor isn t in my notifs anymore rip ,negative
#Ftl imagine yuk? bete,negative
USERNAME USERNAME USERNAME USERNAME actually I support Cruz but will gladly support any GOP nominee even Marco ,negative
i wanna go on a road trip ,negative
USERNAME USERNAME did I just miss Phil?  #onmywayhome,negative
USERNAME  when we going next,negative
USERNAME what s bad is that pcd attacks right after ,negative
My cousin wanted to give me two bottles of good wine but I m not checking in my bag at the airport ,negative
_ _ _ I HATE YOU > WTFF,negative
please don t lurk  URL,negative
Just won an ESL tournament game against Germans and they disputed and they got a won even tho we win why  do this #CODWorldLeague,negative
Everyone is at the beach ,negative
USERNAME ah really.. I was planning to buy it  but not sure if I can get it  I wonder if the one that just got released is as good tho?,negative
USERNAME haha are you short? But I ran late  I ll have a sign on Sunday with your name on it so don t miss it,negative
#TerimaKasihElaineSofia my oshi Elain grad  ,negative
USERNAME  that s horrible. If I m in the office I just wear jeans or cargo shorts & a hoodie. Perks of being an engineer? What do you do?,negative
who toilet papered my car? ,negative
USERNAME he is sad on his bed crying. all I want to do is say everything is gonna be alright but I can t because I don t know ,negative
USERNAME how are you omg ,negative
I m still sad about Keith Emerson s dead ,negative
why wont my dayre load ??? ,negative
HAPPY BIRTHDAY MOOM!!!!! TOO BAD WE DONT HAVE A PIC  HAVE FUN OKI OKI DONATE HEIGHT AND BRAINZZ PLS FOODTRIP AND SLEEPOVER SOON!!!!,negative
USERNAME they need time to spend with their families and friends ,negative
Gudetama speaking world truths  URL,negative
USERNAME UGH!! I m so sad   i cried all day cuz I don t have tix ,negative
Oh non Wayne ,negative
USERNAME USERNAME I was hospitalized for 3 nights after my doubles partner hit a shuttlecock into my eye at full speed ,negative
Yeah ?? URL,negative
USERNAME ne  it s not that easy to find 2ne1 s rps  exp cl or dara eonni lol,negative
Okay  actually cowrie is almost useless on a raspberry pi ,negative
USERNAME I ve been forcing the braai on you guys but NOTHING  so Nje I m hurt,negative
 Meeting a right person you can t fall in love with is also heartbreaking..  #KK,negative
Missing my baby tho Whaa,negative
why do i keep seeing your face ,negative
USERNAME thanks! I m really bummed I m not going this year. ,negative
USERNAME   im so sad i miss you thank u for being so nice to me kels you re so important to me i miss talking to u,negative
No graphs  such disappointment  #slightlylesskeen,negative
USERNAME bear the thought of staying any longer at this point. It s so scary to give up a paycheck but ,negative
All I want is a picture with adele ,negative
last one  URL,negative
Why tonight so bahang? ,negative
USERNAME I miss you ,negative
No one has parties anymore and then tonight two ppl decide to have one  what to doo,negative
?turistas!! Miss us together  URL,negative
USERNAME now follow back ,negative
ahh im so lazyy  haha but okay,negative
USERNAME ugh whatever!!! We loved having you  Chris has been so lonely lol but we will hangout & catch up : ),negative
it is almost 12 am ,negative
Want more such pics  #8MShanaticsOnTwitter URL,negative
Most my friends are in Dundee/people I ve met through theatre lmao why do they all live so far away ,negative
I feel really guilty for not staying at work I mean I wouldn t have been in any fit state to stay but still ,negative
USERNAME betsi i feel you ,negative
wanna sleep but I wanna be present during your tweet spree  USERNAME,negative
Aw  baby  URL,negative
I need money  URL,negative
one thing that i hate it so much. so badd ,negative
Y r u guys so sweet and cuddly  USERNAME USERNAME USERNAME USERNAME,negative
USERNAME sobs your friends are so lucky but i hope you get to see them too soon!  wait they did?? what i know is they went to sg last yr,negative
buset ,negative
And another creep worthy one.   URL,negative
USERNAME USERNAME #BelieveTour Feels which we will miss very much  thank you for everything Dan and Scrappy! ?,negative
USERNAME USERNAME We back in LDN now!  will holla next time,negative
Never  URL,negative
USERNAME yes  i woke up too early tho,negative
i miss my boys sm ,negative
USERNAME had to let her go ,negative
Forever upset I didn t have my iPhone for IE > my pictures could have been better,negative
USERNAME grabe i hate you na ,negative
the guy that likes me is mad at me bc I won t tell him what I think of him ,negative
USERNAME  *fades into the night*,negative
im gonna go to bed  URL,negative
im already zoot  lmao URL,negative
USERNAME Pray for your friend ,negative
just found shirtless pictures from when I was cheering & now I m sad because I miss my cheerleading body ,negative
USERNAME USERNAME I SO wanted Spider-Man to be Miles. ,negative
USERNAME its my birthday today notice me pls ,negative
USERNAME harpic alone is enough. Wetin do d WC nah? U wan bomb yaself? sorry.,negative
Back on the $0 life ,negative
USERNAME Hello election appointment ban  Till July pa yun. Private ka muna..,negative
USERNAME USERNAME USERNAME! Just one day later and I ve got 2 weeks off! Looks like a great day! ,negative
USERNAME USERNAME will do. So sad I m not seeing yous ,negative
no videos or streams today because im at a hotel in kentucky  but hopefully tomorrow when im home ill make a video and i might stream,negative
SO MANY CLINICAL CORRELATIONS ,negative
I have so much work to do ,negative
USERNAME follow me ,negative
USERNAME I ve been trying to say that since 2005... ,negative
Got really excited. Turns out it s not the goalkeeper  URL,negative
USERNAME Mary why ,negative
USERNAME ugh me either. he was my fav ,negative
USERNAME sorry for that ,negative
USERNAME I miss u too! ,negative
USERNAME favorite mo yan lately no? that ,negative
USERNAME USERNAME USERNAME already saw it on instagram ,negative
Like why he do this  URL,negative
USERNAME  I m sorry Jess for the rough few days. It ll get better promise. URL,negative
USERNAME USERNAME  (CLICKS VIEW CONVERSATION) WHY DID I DO THAT ,negative
USERNAME 0/3 on Chelts acca and 0/4 on L15  #toughday,negative
USERNAME last game today  what a lit year with them  going to miss them a lot  USERNAME USERNAME,negative
USERNAME honey no ,negative
i had to cut garlic last night and now my hands smell ,negative
USERNAME Take mee!,negative
The  golden age  of UK social mobility was between the 1950s & 1970s ... then came Margaret Thatcher  ... URL #BitchMT,negative
ALL these niggas run to Twitter but don t tell me shit.. I don t get it ,negative
It s hard to see my dad literally look like he s dying  Radiation starts Monday. And my mom s in the hospital for her eye + issues now too,negative
USERNAME I ll just have to see what I can do.,negative
USERNAME USERNAME  Tory cuts have destroyed nearly all public services up and down the country ,negative
USERNAME beeshh ,negative
USERNAME USERNAME OMG! Leave Daisy alone ,negative
Here s to losing an hour of sleep.  URL,negative
USERNAME unable to download. Wants me to follow you on Spotify  But spotify is not available in this country  URL,negative
USERNAME I have the same problem but w. ASU lol ,negative
T-Mobile has not shipped my S7 yet... ,negative
USERNAME USERNAME But they re GIRLS. ,negative
USERNAME USERNAME USERNAME I know   I honestly just need a couple shots of tequila  some show tunes and I ll be set,negative
USERNAME i also got this news from an update bc im not in the concert tho ,negative
indirect me pls ,negative
First ever concert that made me cry ,negative
USERNAME this isn�t looking good  #ComeOnWales,negative
USERNAME missyoutoo! lez drink after exams pls ,negative
USERNAME aww I missed it and I didn t get my pinos >,negative
ugh wtf poor justin  URL,negative
USERNAME Not on this BIOS  sorry ,negative
we lose an hour tomorrow ,negative
USERNAME all i could find was USERNAME ,negative
he s like a child  URL,negative
USERNAME makes you wondering why he did it but we ll never know so sad ,negative
calum please come back  URL,negative
Carl!!!!!!!!!!!!!!!!!!!!!! ,negative
S/O to the  I m packing heat YO  tumblr devoted to TRS  Haven t seen a good one since the daily! ,negative
#Ftl imagine yuk? bete,negative
SQFAV0RS: #Ftl imagine yuk? bete,negative
I really want to talk to my mom about it. Cause I want her to know. I just don t want to cry. Let s pray for it.  #BeforeSheLeaves,negative
USERNAME im still here at the arena waiting are u guys still here PLEASE ANSWER  864964,negative
Wfh has gone upto #4 ,negative
ian doesn t do neon  URL,negative
My glasses are pissing me off ,negative
Bdi is opening at 12  and I m stuck at work ,negative
#Ftl imagine yuk? bete,negative
This is much more like it. Why can t we play with this intensity from the start?! M missing a sitter ,negative
babe  how could you leave Tuan?  URL,negative
USERNAME. NowI m literally going  cry watching ur old YTFF mumbai videos! ,negative
USERNAME damn ,negative
USERNAME ugh no ,negative
exo was hella sweaty istg they were so hot i miss them already ,negative
USERNAME aww we wud like to have some ps  sama ka sana ,negative
USERNAME miss my dang apples  ?,negative
USERNAME miss you ,negative
USERNAME May they rest in peace.  sending love and support your way ???,negative
#Ftl imagine yuk? bete,negative
I just wanna be able to hug Mariah ,negative
USERNAME im still here at the arena waiting are u guys still here PLEASE ANSWER   9749,negative
USERNAME Not that time. But this year I came back from vacation and they banned office jeans  so it s like I can t ever leave. ,negative
Annie s letter gets me everytime </3  Finnick ,negative
USERNAME i know you guys moved too far away ,negative
USERNAME I would but I can t ,negative
USERNAME will you please follow me back? I ve been asking for a while now. ,negative
but my friends are watching mugal rn and they have maliq  i came for naif last year only to catch like  3 songs before i had to go home ,negative
USERNAME I don t know ,negative
USERNAME im still here at the arena waiting are u guys still here PLEASE ANSWER  86494,negative
USERNAME I wish  but tonight is my last night! Gotta be an adult ,negative
USERNAME USERNAME USERNAME Terrible. My auntie was just 72 dying a couple of years ago. ,negative
Really wish I didn t work every single weekend... ,negative
yes I would miss you a lot  URL,negative
UGH. Now I really have to go home ,negative
USERNAME been busy  really sorry.,negative
USERNAME softex? ,negative
I feel so bad for my kitty. I m at the vet and they re doing tests and giving him shots. The poor baby is gonna hate me ,negative
Segala typo lion heart jd lion love ,negative
Where he at? ,negative
USERNAME no prob! Hertford is going a bad way  also #justice4clare,negative
USERNAME omg  will have to pretend I was there through watching YouTube footage ?,negative
USERNAME i miss #freaksandgeeks  USERNAME,negative
USERNAME I cri evrytiem.. ,negative
USERNAME yeah I have fours and twos still saved. I m trynna go to a 00  but the 0s that I have are so cute ,negative
the heart wants what it wants ,negative
someone love me ,negative
USERNAME im still here at the arena waiting are u guys still here PLEASE ANSWER  ofu,negative
Idk why no one believes me ,negative
USERNAME USERNAME OMG can t believe I ve just seen a car with a child unrestrained climbin about in front of car ??  ,negative
We re sorry for your loss. ,negative
Parents and grandparents talking about how great Trump was last night at dinner and I just sat in silence and stared at my food ,negative
USERNAME USERNAME Checked  I couldn t find it buddy ,negative
had a dream i was finding the dopest clothes at the thrift then i had to go and wake up ,negative
USERNAME Oh man ,negative
I have to make dinner  URL,negative
Poor Marc Bartra  He should have started this game #fcblive,negative
USERNAME I have one on my knee from wishing I was a kid again on my school playground ,negative
lonely ,negative
USERNAME im still here at the arena waiting are u guys still here PLEASE ANSWER   96r,negative
USERNAME Did Amber come back? ,negative
Give the ref also a chance to at least see what the TMO is seeing ,negative
USERNAME HE S EVIL ,negative
want some chick-fil-a ,negative
USERNAME I ll ring them. People in the village have been complaining to local EE shop since Christmas with no joy ,negative
I love this song so much but it brings back memories that I miss too much  URL,negative
I need kausap  � K,negative
im still crying  USERNAME USERNAME USERNAME USERNAME USERNAME,negative
USERNAME Running has made my other  non operated bunion  even angrier. It almost makes me want to stop. ,negative
Im SO jealous of everyone at the Trump rally ,negative
USERNAME USERNAME No it s really hard to have english versions here ,negative
wore white. got soaked.  ,negative
Me on twitter lately..  URL,negative
There will be highs and lows ,negative
y all ,negative
USERNAME USERNAME USERNAME h CJ ya I m watching it! But I don t get to see it when you girls do  I have to wait til 9 pacific!,negative
USERNAME next time talaga  promiise. Sorry talkshit ,negative
USERNAME aww. We miss you guys! We never see you guys anymore ,negative
USERNAME I ve been thinking of everything I can do now ,negative
happy birthday uch??I love you and I m going to miss you so much next year . have a great day!!?? USERNAME URL,negative
someone hmu for a team ,negative
USERNAME USERNAME Since when is  almost  good enough ,negative
And half the time i was looking at hands and phone screens  i was so sad during lmr cos everyone in front kept filming...,negative
USERNAME I know I was like why he go like that  but I guess he didn t wanna fight,negative
USERNAME I M WEHEZING why are you emo? : (,negative
Wouldn t mind Preston scoring ,negative
Kido never got her own PV ,negative
God I m so inactive ,negative
USERNAME Be sure to rest well ,negative
USERNAME you always do ,negative
USERNAME I haven t even stepped foot outside yet & I m so sniffly ,negative
i wanted to put a ladybug in my twitter name but apparently you can only put some basic emojis >,negative
USERNAME wish we were playing today ,negative
Turns out that Keith Emerson committed suicide. Poor guy  URL,negative
USERNAME USERNAME babe sleep! HAHA I feel like sleeping now too ,negative
sorry mum I am hungry  lol URL,negative
USERNAME I know man! He s playing in Notts on Monday and it sold out ,negative
USERNAME USERNAME i wanna meet you both like RIGHT NOW ,negative
USERNAME miss you too ,negative
USERNAME ....yes sadly... and now everyone refers to me as a nerd and a no life.  I Dont even know what those two terms mean!,negative
Estoy en celu  Rumors Spread Like WildFire URL,negative
USERNAME omg please share some.  i am about to watch one and i don t know what. and you came to my mind.,negative
USERNAME ohh ok i know what u mean! i haven t got it saved tho ,negative
USERNAME fair point! Wish I had a spare you could has ,negative
USERNAME idk  I wasn t even being mean,negative
sad but true  URL,negative
USERNAME If there s a vaccine  why d my mom try (unsuccessfully) for me to get it from my brother? Thanks  mom. ,negative
One of the first sights of West Virginia: a mountain top removal site ,negative
USERNAME NOO I AM YOUR AIR CON ,negative
USERNAME ayy but that night get switched with 5th tho ,negative
my baby s in pain and it s killing me ,negative
USERNAME It s a terrifying thought ,negative
USERNAME  Its Really Bad...,negative
USERNAME OH YES I WILL HUHU I CANT SLEEP KAYA BC ME IS SO EXCITED TO SEE THEM AGAIN  ,negative
worst fail ever  URL,negative
USERNAME Awas makin perot : (,negative
my family is constantly going on adventures without me ,negative
Think a robin may have killed a poor male sparrow. Partner thought it was 2 robins fighting in tree but dead sparrow on the ground. ,negative
USERNAME Mar do you ignore me and my question?  Was this Charlotte? URL,negative
But I do not believe in second chances ,negative
USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME I am jelly ,negative
USERNAME nope too expensive to replace  it was a razer blackwidow chroma,negative
USERNAME they deleted it ,negative
sehun makes me feel so happy and giddy inside i alr missed him ,negative
I want one of the teddy bears  #StarWars,negative
I miss Collin ,negative
Baby  URL,negative
i dont want to go to work ,negative
USERNAME the mario shit ,negative
USERNAME USERNAME ..Of course they knew  their actions were disgraceful!  ,negative
This worries me deeply  URL,negative
USERNAME cries my friends r going to their gig on the 26th but i cant bc i have coursework due  didnt they have a tour a while ago?,negative
Very sad to hear of gas blast in coal mine at Hangu.. ,negative
USERNAME bring me some pls?  haha,negative
I want to go to Walmart ,negative
USERNAME saammee ,negative
USERNAME i dont have cod and ive never played  i have an xbox though,negative
Joy isn t in the group photos ,negative
is louis okay ,negative
Love is can hurt all the way ,negative
I m going to work  URL,negative
USERNAME number two? ,negative
USERNAME USERNAME i have heard  chamdi aapki  haddi hamari  - essentially  hit my child  but don t break anything ,negative
USERNAME nopes  Star Sports 1 & 2 showing #SCO vs #HK match. check on Star Cricket channel  USERNAME,negative
When you start thinking you re tall then someone comes along and u realise you re small af in comparison.,negative
USERNAME Oh nooess queen naman ,negative
USERNAME it s not even a year old and we do maintenance once a month. the internet connection was just shitty >,negative
No ones on ts ,negative
USERNAME I knoww lol none of my friends are gonna be 21! ,negative
It s all going wrong & the enemy are also  2 up now  #nffc,negative
USERNAME Aw  but Aggressive Mining was one of your pet cards ,negative
I m Sorry For Arsenal.... ,negative
USERNAME I d love to! Can t though.  Some day perhaps...,negative
I m so ILL why am I at work ,negative
USERNAME if there is a way to get in contact with someone local in san antonio about my lost property I would be grateful. Please help me ,negative
my shoulder/back really hurt help ,negative
So sad to see one of your close friends get heartbroken over a prick ,negative
USERNAME  well  i will have to make a separate trip to NYC area.,negative
USERNAME aw  my computer is not he best :/ it can play minecraft like wat?,negative
USERNAME Karina  is there anything I can do for you love?,negative
USERNAME come wake up Arleth pls. ,negative
I don t feel good ,negative
USERNAME Bloomberg running would have caused an electoral college crisis. We were so close to breaking the duopoly.... ,negative
istg when exo appeared i thought they re not real and i thought sehun is just too attractive u cant stop smiling when i look at him ,negative
USERNAME sure? ahahh. I thought you were gonna write about them and stuff  I was calling you  but ppl were too loud so u didnt hear ,negative
why is my house so cold ,negative
USERNAME Yes  but I want it animated ,negative
USERNAME send me your bro in laws number my phone is broke lol ,negative
She prays to  Kali Maa   URL,negative
I need friends in acnl.  my neighbors demand visitors!,negative
I used to watch so many youtubers every week but now I don t have as much time ugh ,negative
USERNAME aw I m sorry  I ll get some pictures for you,negative
RIP Keith Emerson ,negative
 want root beer stand ???,negative
USERNAME feels . Huugs dearie.,negative
Today  fate brought me to N. Unluckily  me and Tsukuru Tazaki aren t destined to be together. Badtrip  out of stock! ,negative
i miss yall  my mom s been home the past two day and ofc she ll be home these next two days so,negative
I wish it was easier for able bodied people to understand disabled people s limitations ,negative
USERNAME sorry ,negative
USERNAME so you not buying??,negative
USERNAME USERNAME earlier I got jewd off a UNSETUP ADALIA  who cares I will get better,negative
USERNAME pardon ,negative
David looks dead tired  you need to build that stamina Russia ,negative
#StephCurry did it again... lawd pls help me contain myself! l am fucking obsessed  #StephGonnaSteph,negative
Wth I miss them ,negative
Descendants of the Sun episode 6 made me bawl argh ,negative
USERNAME I?m Giving Up on u. ,negative
USERNAME I am not sure I am going to make it ,negative
USERNAME i know i know ,negative
Making wands with the kids and we noticed Alice s thumb looked a little odd.  #hypermobilitysyndrome URL,negative
USERNAME sorry sweetheart i feel you ,negative
talk to mehh ,negative
what a cupcake  URL,negative
USERNAME USERNAME Cannot believe you came to Edinburgh this week and did not have time for a coffee..... ,negative
USERNAME nein ,negative
USERNAME USERNAME USERNAME USERNAME aw the pcd is real ,negative
USERNAME USERNAME I used USERNAME for that very reason - saw a bad review. Such a shame ,negative
USERNAME USERNAME Not this year ,negative
The small tumor in my dad s breastbone doubled in size  I just hope it didn t spread somewhere else. Small cell lung cancer doesn t stop ,negative
You must know  here s midnight ,negative
I have never been in so much paain ,negative
USERNAME 4th option should b Milk ,negative
USERNAME I nuu we re both still probably sad about it.  maybe one day soon you ll get another,negative
Bored  URL,negative
USERNAME me too be  hahahhaa,negative
USERNAME ..I am too Angela! USERNAME,negative
USERNAME USERNAME definetly  she didn t do all the research required... so sad ,negative
USERNAME USERNAME So did I ,negative
USERNAME I MISSED YOUR FOLLOW SPREE. ,negative
USERNAME  dammit! Is it hard to fix?,negative
Lahh ilen grad ,negative
USERNAME unsurprisingly  but still sadly  these were ppl who were formerly a part of a Christian community I used to belong to ,negative
But why is Miller s boyfriend so ugly ,negative
USERNAME doesn t matter if they were 80 or 8  male or female  it s still harassment darling  your job sounds awful,negative
last song she looks so perfect  #SLFLManila USERNAME,negative
USERNAME Yup. Also I just heard Joe so he s here atm  too. Probably also too sick to attend Dashfast in Hamilton. ,negative
this band is amazing ,negative
USERNAME I m in real emotional pain ,negative
USERNAME hurricane needs my high class serving abilities! It s a gift and a curse ,negative
USERNAME yeah this happened to me today ,negative
USERNAME  that s not true!! We re kind of all wrapped up in our separate lives,negative
Honey and chill ? ,negative
But I work ,negative
USERNAME USERNAME me too ,negative
Stressed out  I really need to get out the house ,negative
USERNAME I m so scared  all we can do is pray,negative
missed her so much ,negative
USERNAME Welcome back! Will you & Ed still be doing the Saturday 8am show? Directv s channel 2 sched has been wrong a lot ,negative
USERNAME you re such a beautiful person  thank you so much  i m here for you as well x,negative
I love your smile and everything about you  even though you don t know who I am ,negative
Praying... ,negative
USERNAME So sorry ,negative
I woke up to early ,negative
dude all the securities were tripping on me lastnight  what a  fricken downer,negative
Damn just woke up cause people down was yelling ,negative
USERNAME yeah ,negative
I SAW CAKE LIVE  NY BABIES,negative
USERNAME My phone isn t working all i have is my laptop ,negative
I wish theres a law to all employees who works in fastfood about a customer being so violent and rude ,negative
USERNAME Double SOTON CS Gone and not an Arnie owner ,negative
I really dont want heavy make up for everyday ,negative
my favorite video  URL,negative
USERNAME oh no ,negative
USERNAME Not sure on that one - ref said not  nothing conclusive so original call stands ,negative
USERNAME lucky  minseok barely go to my seat ,negative
I m soo excited for our puppy but I m sad my mom is giving him such a bad name ,negative
Should have buy one just now  URL,negative
USERNAME I think it is pneumonia again ,negative
USERNAME i wish i was going ,negative
Hi imiss my twitter! ,negative
USERNAME USERNAME forever&ever my fave piccy??? I miss u ,negative
Enough said  URL,negative
wanna see 10 cloverfield lane so bad ,negative
USERNAME i messaged youu ,negative
USERNAME wish I could watch you guys all the time. But live in Wales and can only watch on Really when it decides to show you guys ,negative
Move the trash where she can t get it then  ???? URL,negative
Need HQ  URL,negative
USERNAME It s bad ,negative
USERNAME USERNAME I missed the Ireland Italy match ,negative
USERNAME -pull your hands from your ear- babe stop ignoring me  listen to me!! : ( -frowns-,negative
USERNAME *Tears. ,negative
USERNAME store number 18059 seems to be having problems with Amex - got �card not supported� ,negative
I miss going to The Feast Manila  Next Friday!  PLEASEE,negative
USERNAME i don t have the game ,negative
USERNAME it is ,negative
USERNAME Bluetooth earphones is expected ,negative
Please understand my side ,negative
I had a dream that my dog died ,negative
I love USERNAME paper  however  it s a huge pitfall that I can only sign in to one team ,negative
they were so tight i want them to be super close again ,negative
USERNAME USERNAME omg Krista ur such a freeloader for getting an education unlike this troll ,negative
USERNAME Isha! I Miss You Bb! ,negative
Sleepy & hungry. ,negative
USERNAME there is only one store that sells them in all of kl  I always look for them but they re expensive and the hard end model,negative
USERNAME but all the googly eyes came off ,negative
I want to suck you so bad. ,negative
I really want to buy my friend s Honda and modify it... I need a car ,negative
Hungryy ,negative
This is so   URL,negative
Eating these in honor of USERNAME getting hid box! It s the last ones though  URL,negative
Come on guys please! 5SOSFamVote#iHeartAwards #BestFanArmy #5SOSFam,negative
USERNAME Got subs or not ah? I really want to actually ,negative
This is USERNAME cd. It s NOW stuck & I m so upset I can t hear his music on a long ride 2day   #Ugh URL,negative
USERNAME It s overcast here ,negative
USERNAME Robbie is having probles again ...did u notice anything? He s not been in since Monday ,negative
I wanna talk to someone ,negative
USERNAME What do u drink it from every Time I try put it into a cup it burns through ,negative
USERNAME Soo true ,negative
 take good care of urself URL,negative
I want thin mints ,negative
Everquest Next Is No More  URL This is so disappointing... #mmorpg #gaming,negative
I just dreamed I was playing softball ,negative
currently it s March so april may june ... so 9 more months to go :,negative
USERNAME USERNAME do you have a direct link ,negative
USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME very sad ,negative
USERNAME could it have been Apeman by The Kinks? sorry I can t think of much else ,negative
I miss my fam in Texas ,negative
USERNAME He is a narcasstic and a pathological liar. He scares me. ,negative
USERNAME Your site goes into an infinite reload loop on iOS browsers ,negative
USERNAME I am so sorry for you  Hope can buy a new one very soon  USERNAME USERNAME,negative
USERNAME really? Got damn  I don t remember this hun. Not even joking ,negative
USERNAME its nott ,negative
Effing bored ,negative
whose life you re making worthwhile? ,negative
might cry when I see Miranda & Carlie bc it s been so long ,negative
yes  those bruises are normal and part of the job. and no  we don t have foot protection. sorry  step quickly and use that stick ,negative
USERNAME girl I miss you too ,negative
USERNAME I don t think so  he has kca s today I don t think he d flight all the way to Japan after that,negative
ang awesome talaga  URL,negative
i didnt wanna watch the lovelyz in wonderland jisoo cutes from the new eps bc i wanted to watch the whole thing when it was out but ,negative
i miss zouis so much ,negative
USERNAME  fuck off lol Darmian the pasta mancher can t even run for his life lost the last game because of him,negative
USERNAME Aww that s really sad  should never let a tail go to waste! Practice so you can take it like a good puppy ,negative
all this gray slander that he...deserves but....still  my mans ace on fl studio,negative
